"Subject","Start Date","Start Time","End Date","End Time","All Day Event","Description","Location","Private"
"ЗАМ; БГЭУ: 4/313; (ЦТПД); 24 ДКР-124 ДКУ-1; (лек-9); неделя: 7","10/15/2025","13:05","10/15/2025","14:25","False","Зеневич Анна Михайловна; БГЭУ: 4/313; (Цифровые технологии представления данных); 24 ДКР-124 ДКУ-1; (лекции); неделя: 7","БГЭУ: 4/313","True"
"ЗАМ; БГЭУ: 2/402; (ЯS); 23 ДЦИ-21; (Лаб-12); неделя: 7","10/15/2025","14:35","10/15/2025","15:55","False","Зеневич Анна Михайловна; БГЭУ: 2/402; (Язык SQL); 23 ДЦИ-21; (Лабораторные занятия); неделя: 7","БГЭУ: 2/402","True"
"ЗАМ; БГЭУ: 2/402; (ЯS); 23 ДЦИ-11; (Лаб-12); неделя: 7","10/15/2025","16:05","10/15/2025","17:25","False","Зеневич Анна Михайловна; БГЭУ: 2/402; (Язык SQL); 23 ДЦИ-11; (Лабораторные занятия); неделя: 7","БГЭУ: 2/402","True"
"ЗАМ; БГЭУ: 2/218; (ЯS); 23 ДЦС-11; (Лаб-12); неделя: 7","10/15/2025","17:45","10/15/2025","19:05","False","Зеневич Анна Михайловна; БГЭУ: 2/218; (Язык SQL); 23 ДЦС-11; (Лабораторные занятия); неделя: 7","БГЭУ: 2/218","True"
"ЗАМ; БГЭУ: 2/218; (ЯS); 23 ДЦС-12; (Лаб-12); неделя: 7","10/16/2025","13:05","10/16/2025","14:25","False","Зеневич Анна Михайловна; БГЭУ: 2/218; (Язык SQL); 23 ДЦС-12; (Лабораторные занятия); неделя: 7","БГЭУ: 2/218","True"
"ЗАМ; БГЭУ: 2/405; (ЯS); 23 ДЦИ-22; (Лаб-10); неделя: 7","10/16/2025","14:35","10/16/2025","15:55","False","Зеневич Анна Михайловна; БГЭУ: 2/405; (Язык SQL); 23 ДЦИ-22; (Лабораторные занятия); неделя: 7","БГЭУ: 2/405","True"
"ЗАМ; БГЭУ: 2/301; (ЯS); 23 ДЦИ-12; (Лаб-12); неделя: 7","10/16/2025","16:05","10/16/2025","17:25","False","Зеневич Анна Михайловна; БГЭУ: 2/301; (Язык SQL); 23 ДЦИ-12; (Лабораторные занятия); неделя: 7","БГЭУ: 2/301","True"
"ЗАМ; БГЭУ: 2/406; (ИЛЯБД); 25ДЭ04; (лек-11); неделя: 8","10/20/2025","17:45","10/20/2025","19:05","False","Зеневич Анна Михайловна; БГЭУ: 2/406; (Информационно-логические языки баз данных); 25ДЭ04; (лекции); неделя: 8","БГЭУ: 2/406","True"
"ЗАМ; БГЭУ: 2/406; (ИЛЯБД); 25ДЭ04; (лаб-12); неделя: 8","10/20/2025","19:15","10/20/2025","20:35","False","Зеневич Анна Михайловна; БГЭУ: 2/406; (Информационно-логические языки баз данных); 25ДЭ04; (лабораторные занятия); неделя: 8","БГЭУ: 2/406","True"
"ЗАМ; БГЭУ: 4/313; (ЦТПД); 24 ДКР-124 ДКУ-1; (лек-10); неделя: 8","10/22/2025","13:05","10/22/2025","14:25","False","Зеневич Анна Михайловна; БГЭУ: 4/313; (Цифровые технологии представления данных); 24 ДКР-124 ДКУ-1; (лекции); неделя: 8","БГЭУ: 4/313","True"
"ЗАМ; БГЭУ: 2/402; (ЯS); 23 ДЦИ-21; (Лаб-13); неделя: 8","10/22/2025","14:35","10/22/2025","15:55","False","Зеневич Анна Михайловна; БГЭУ: 2/402; (Язык SQL); 23 ДЦИ-21; (Лабораторные занятия); неделя: 8","БГЭУ: 2/402","True"
"ЗАМ; БГЭУ: 2/402; (ЯS); 23 ДЦИ-11; (Лаб-13); неделя: 8","10/22/2025","16:05","10/22/2025","17:25","False","Зеневич Анна Михайловна; БГЭУ: 2/402; (Язык SQL); 23 ДЦИ-11; (Лабораторные занятия); неделя: 8","БГЭУ: 2/402","True"
"ЗАМ; БГЭУ: 2/218; (ЯS); 23 ДЦС-11; (Лаб-13); неделя: 8","10/22/2025","17:45","10/22/2025","19:05","False","Зеневич Анна Михайловна; БГЭУ: 2/218; (Язык SQL); 23 ДЦС-11; (Лабораторные занятия); неделя: 8","БГЭУ: 2/218","True"
"ЗАМ; БГЭУ: 2/218; (ЯS); 23 ДЦС-12; (Лаб-13); неделя: 8","10/23/2025","13:05","10/23/2025","14:25","False","Зеневич Анна Михайловна; БГЭУ: 2/218; (Язык SQL); 23 ДЦС-12; (Лабораторные занятия); неделя: 8","БГЭУ: 2/218","True"
"ЗАМ; БГЭУ: 2/405; (ЯS); 23 ДЦИ-22; (Лаб-11); неделя: 8","10/23/2025","14:35","10/23/2025","15:55","False","Зеневич Анна Михайловна; БГЭУ: 2/405; (Язык SQL); 23 ДЦИ-22; (Лабораторные занятия); неделя: 8","БГЭУ: 2/405","True"
"ЗАМ; БГЭУ: 2/301; (ЯS); 23 ДЦИ-12; (Лаб-13); неделя: 8","10/23/2025","16:05","10/23/2025","17:25","False","Зеневич Анна Михайловна; БГЭУ: 2/301; (Язык SQL); 23 ДЦИ-12; (Лабораторные занятия); неделя: 8","БГЭУ: 2/301","True"
"ЗАМ; БГЭУ: 3/233; (ЯS); 23 ДЦИ-1,223 ДЦС-1; (лек-6); неделя: 8","10/23/2025","17:45","10/23/2025","19:05","False","Зеневич Анна Михайловна; БГЭУ: 3/233; (Язык SQL); 23 ДЦИ-1,223 ДЦС-1; (лекции); неделя: 8","БГЭУ: 3/233","True"
"ЗАМ; БГЭУ: 2/406; (ИЛЯБД); 25ДЭ04; (лек-12); неделя: 9","10/27/2025","17:45","10/27/2025","19:05","False","Зеневич Анна Михайловна; БГЭУ: 2/406; (Информационно-логические языки баз данных); 25ДЭ04; (лекции); неделя: 9","БГЭУ: 2/406","True"
"ЗАМ; БГЭУ: 2/406; (ИЛЯБД); 25ДЭ04; (лаб-13); неделя: 9","10/27/2025","19:15","10/27/2025","20:35","False","Зеневич Анна Михайловна; БГЭУ: 2/406; (Информационно-логические языки баз данных); 25ДЭ04; (лабораторные занятия); неделя: 9","БГЭУ: 2/406","True"
"ЗАМ; БГЭУ: 4/313; (ЦТПД); 24 ДКР-124 ДКУ-1; (лек-11); неделя: 9","10/29/2025","13:05","10/29/2025","14:25","False","Зеневич Анна Михайловна; БГЭУ: 4/313; (Цифровые технологии представления данных); 24 ДКР-124 ДКУ-1; (лекции); неделя: 9","БГЭУ: 4/313","True"
"ЗАМ; БГЭУ: 2/402; (ЯS); 23 ДЦИ-21; (Лаб-14); неделя: 9","10/29/2025","14:35","10/29/2025","15:55","False","Зеневич Анна Михайловна; БГЭУ: 2/402; (Язык SQL); 23 ДЦИ-21; (Лабораторные занятия); неделя: 9","БГЭУ: 2/402","True"
"ЗАМ; БГЭУ: 2/402; (ЯS); 23 ДЦИ-11; (Лаб-14); неделя: 9","10/29/2025","16:05","10/29/2025","17:25","False","Зеневич Анна Михайловна; БГЭУ: 2/402; (Язык SQL); 23 ДЦИ-11; (Лабораторные занятия); неделя: 9","БГЭУ: 2/402","True"
"ЗАМ; БГЭУ: 2/218; (ЯS); 23 ДЦС-11; (Лаб-14); неделя: 9","10/29/2025","17:45","10/29/2025","19:05","False","Зеневич Анна Михайловна; БГЭУ: 2/218; (Язык SQL); 23 ДЦС-11; (Лабораторные занятия); неделя: 9","БГЭУ: 2/218","True"
"ЗАМ; БГЭУ: 2/218; (ЯS); 23 ДЦС-12; (Лаб-14); неделя: 9","10/30/2025","13:05","10/30/2025","14:25","False","Зеневич Анна Михайловна; БГЭУ: 2/218; (Язык SQL); 23 ДЦС-12; (Лабораторные занятия); неделя: 9","БГЭУ: 2/218","True"
"ЗАМ; БГЭУ: 2/405; (ЯS); 23 ДЦИ-22; (Лаб-12); неделя: 9","10/30/2025","14:35","10/30/2025","15:55","False","Зеневич Анна Михайловна; БГЭУ: 2/405; (Язык SQL); 23 ДЦИ-22; (Лабораторные занятия); неделя: 9","БГЭУ: 2/405","True"
"ЗАМ; БГЭУ: 2/301; (ЯS); 23 ДЦИ-12; (Лаб-14); неделя: 9","10/30/2025","16:05","10/30/2025","17:25","False","Зеневич Анна Михайловна; БГЭУ: 2/301; (Язык SQL); 23 ДЦИ-12; (Лабораторные занятия); неделя: 9","БГЭУ: 2/301","True"
"ЗАМ; БГЭУ: 2/406; (ИЛЯБД); 25ДЭ04; (лек-13); неделя: 10","11/03/2025","17:45","11/03/2025","19:05","False","Зеневич Анна Михайловна; БГЭУ: 2/406; (Информационно-логические языки баз данных); 25ДЭ04; (лекции); неделя: 10","БГЭУ: 2/406","True"
"ЗАМ; БГЭУ: 2/406; (ИЛЯБД); 25ДЭ04; (лаб-14); неделя: 10","11/03/2025","19:15","11/03/2025","20:35","False","Зеневич Анна Михайловна; БГЭУ: 2/406; (Информационно-логические языки баз данных); 25ДЭ04; (лабораторные занятия); неделя: 10","БГЭУ: 2/406","True"
"ЗАМ; БГЭУ: 4/313; (ЦТПД); 24 ДКР-124 ДКУ-1; (лек-12); неделя: 10","11/05/2025","13:05","11/05/2025","14:25","False","Зеневич Анна Михайловна; БГЭУ: 4/313; (Цифровые технологии представления данных); 24 ДКР-124 ДКУ-1; (лекции); неделя: 10","БГЭУ: 4/313","True"
"ЗАМ; БГЭУ: 2/402; (ЯS); 23 ДЦИ-21; (Лаб-15); неделя: 10","11/05/2025","14:35","11/05/2025","15:55","False","Зеневич Анна Михайловна; БГЭУ: 2/402; (Язык SQL); 23 ДЦИ-21; (Лабораторные занятия); неделя: 10","БГЭУ: 2/402","True"
"ЗАМ; БГЭУ: 2/402; (ЯS); 23 ДЦИ-11; (Лаб-15); неделя: 10","11/05/2025","16:05","11/05/2025","17:25","False","Зеневич Анна Михайловна; БГЭУ: 2/402; (Язык SQL); 23 ДЦИ-11; (Лабораторные занятия); неделя: 10","БГЭУ: 2/402","True"
"ЗАМ; БГЭУ: 2/218; (ЯS); 23 ДЦС-11; (Лаб-15); неделя: 10","11/05/2025","17:45","11/05/2025","19:05","False","Зеневич Анна Михайловна; БГЭУ: 2/218; (Язык SQL); 23 ДЦС-11; (Лабораторные занятия); неделя: 10","БГЭУ: 2/218","True"
"ЗАМ; БГЭУ: 2/218; (ЯS); 23 ДЦС-12; (Лаб-15); неделя: 10","11/06/2025","13:05","11/06/2025","14:25","False","Зеневич Анна Михайловна; БГЭУ: 2/218; (Язык SQL); 23 ДЦС-12; (Лабораторные занятия); неделя: 10","БГЭУ: 2/218","True"
"ЗАМ; БГЭУ: 2/405; (ЯS); 23 ДЦИ-22; (Лаб-13); неделя: 10","11/06/2025","14:35","11/06/2025","15:55","False","Зеневич Анна Михайловна; БГЭУ: 2/405; (Язык SQL); 23 ДЦИ-22; (Лабораторные занятия); неделя: 10","БГЭУ: 2/405","True"
"ЗАМ; БГЭУ: 2/301; (ЯS); 23 ДЦИ-12; (Лаб-15); неделя: 10","11/06/2025","16:05","11/06/2025","17:25","False","Зеневич Анна Михайловна; БГЭУ: 2/301; (Язык SQL); 23 ДЦИ-12; (Лабораторные занятия); неделя: 10","БГЭУ: 2/301","True"
